[0.000000] (-) TimerEvent: {}
[0.000610] (-) JobUnselected: {'identifier': 'nav2_simple_navigation'}
[0.000765] (robot_omni) JobQueued: {'identifier': 'robot_omni', 'dependencies': OrderedDict()}
[0.120969] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/meshes/wheels/wheel_link.stl\n'}
[0.121033] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/meshes/wheels/suspension_front_link.stl\n'}
[0.121094] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/urdf\n'}
[0.121170] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/urdf/omni_base.urdf\n'}
[0.121237] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/worlds\n'}
[0.121372] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/worlds/hospital_aws.world\n'}
[0.121468] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/worlds/hospital_full_bc.world\n'}
[0.121569] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/worlds/maze1.world\n'}
[0.121635] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/worlds/hospital_full.world\n'}
[0.121781] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models\n'}
[0.121847] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_Trash_01\n'}
[0.121940] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_Trash_01/meshes\n'}
[0.122000] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_Trash_01/meshes/aws_Trash_01_visual.DAE\n'}
[0.122059] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_Trash_01/meshes/aws_Trash_01_collision.DAE\n'}
[0.122188] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_Trash_01/materials\n'}
[0.122268] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_Trash_01/materials/textures\n'}
[0.122356] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_Trash_01/materials/textures/aws_Trash_01.png\n'}
[0.122435] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_Trash_01/model.config\n'}
[0.122494] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_Trash_01/model.sdf\n'}
[0.122574] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_hospital_hospitalsign_01\n'}
[0.122712] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_hospital_hospitalsign_01/meshes\n'}
[0.122775] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_hospital_hospitalsign_01/meshes/aws_robomaker_hospital_hospitalsign_01.png\n'}
[0.122895] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_hospital_hospitalsign_01/meshes/aws_robomaker_hospital_hospitalsign_01_collision.dae\n'}
[0.137000] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_hospital_hospitalsign_01/meshes/aws_robomaker_hospital_hospitalsign_01_normal.png\n'}
[0.137213] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_hospital_hospitalsign_01/meshes/aws_robomaker_hospital_hospitalsign_01_visual.dae\n'}
[0.137329] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_hospital_hospitalsign_01/model.config\n'}
[0.137394] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_hospital_hospitalsign_01/model.sdf\n'}
[0.137457] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient\n'}
[0.137516] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/meshes\n'}
[0.137618] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/meshes/ElderMale_color1.jpg\n'}
[0.137680] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/meshes/ElderMalePatient.mtl\n'}
[0.137740] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/meshes/CGMVanguard_Diffuse.png\n'}
[0.137801] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/meshes/Carts_Wheels_Diffuse.png\n'}
[0.137870] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/meshes/towel1.jpg\n'}
[0.137929] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/meshes/ElderMalePatient.obj\n'}
[0.137987] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/thumbnails\n'}
[0.138041] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/thumbnails/2.png\n'}
[0.138101] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/thumbnails/5.png\n'}
[0.138195] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/thumbnails/3.png\n'}
[0.138253] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/thumbnails/4.png\n'}
[0.138311] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/thumbnails/1.png\n'}
[0.138369] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/model.config\n'}
[0.138423] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ElderMalePatient/model.sdf\n'}
[0.138479] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/mobile_warehouse_robot\n'}
[0.138648] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/mobile_warehouse_robot/model.config\n'}
[0.138714] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/mobile_warehouse_robot/model.sdf\n'}
[0.138773] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed\n'}
[0.138832] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/meshes\n'}
[0.138888] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/meshes/SurgicalTrolleyMed.obj\n'}
[0.138947] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/meshes/SurgicalTrolleyMed_Diffuse.png\n'}
[0.139008] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/meshes/SurgicalTrolleyMed.mtl\n'}
[0.139070] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/meshes/SurgicalTrolleyMed_Col.mtl\n'}
[0.139130] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/meshes/SurgicalTrolleyMed_Col.obj\n'}
[0.139187] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/thumbnails\n'}
[0.139258] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/thumbnails/2.png\n'}
[0.139318] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/thumbnails/5.png\n'}
[0.139455] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/thumbnails/3.png\n'}
[0.139519] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/thumbnails/4.png\n'}
[0.139580] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/thumbnails/1.png\n'}
[0.139640] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/model.config\n'}
[0.139708] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/SurgicalTrolleyMed/model.sdf\n'}
[0.139784] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair\n'}
[0.139845] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/meshes\n'}
[0.139901] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/meshes/Chair_Diffuse.png\n'}
[0.140010] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/meshes/Chair_SpecGloss.png\n'}
[0.140071] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/meshes/Chair.mtl\n'}
[0.140127] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/meshes/Chair_Normal.png\n'}
[0.140211] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/meshes/Chair.obj\n'}
[0.140267] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/meshes/Chair.png\n'}
[0.140324] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/thumbnails\n'}
[0.140412] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/thumbnails/2.png\n'}
[0.140491] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/thumbnails/5.png\n'}
[0.140560] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/thumbnails/3.png\n'}
[0.140658] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/thumbnails/4.png\n'}
[0.140961] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/thumbnails/1.png\n'}
[0.141225] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/model.config\n'}
[0.141417] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/Chair/model.sdf\n'}
[0.141727] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack\n'}
[0.141843] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/meshes\n'}
[0.141909] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/meshes/OfficeChairBlack.png\n'}
[0.141971] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/meshes/OfficeChairBlack.obj\n'}
[0.142032] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/meshes/OfficeChairBlack_Col.mtl\n'}
[0.142092] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/meshes/OfficeChairBlack_Col.obj\n'}
[0.142150] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/meshes/OfficeChairBlack.mtl\n'}
[0.142208] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails\n'}
[0.142266] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/2.png\n'}
[0.142323] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/5.png\n'}
[0.142382] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/3.png\n'}
[0.142453] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/meta\n'}
[0.142508] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/meta/2.png\n'}
[0.142567] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/meta/5.png\n'}
[0.142815] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/meta/3.png\n'}
[0.142878] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/meta/4.png\n'}
[0.142937] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/meta/1.png\n'}
[0.142995] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/4.png\n'}
[0.143064] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/thumbnails/1.png\n'}
[0.143124] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/model.config\n'}
[0.143183] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/OfficeChairBlack/model.sdf\n'}
[0.143239] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax\n'}
[0.143295] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/meshes\n'}
[0.143350] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/meshes/ParkingTrolleyMax_Diffuse.png\n'}
[0.143406] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/meshes/ParkingTrolleyMax.obj\n'}
[0.143464] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/meshes/ParkingTrolleyMax.mtl\n'}
[0.143520] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/thumbnails\n'}
[0.143575] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/thumbnails/2.png\n'}
[0.143629] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/thumbnails/5.png\n'}
[0.143687] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/thumbnails/3.png\n'}
[0.143742] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/thumbnails/4.png\n'}
[0.143797] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/thumbnails/1.png\n'}
[0.143891] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/model.config\n'}
[0.144077] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/ParkingTrolleyMax/model.sdf\n'}
[0.144140] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair\n'}
[0.144201] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/meshes\n'}
[0.144258] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/meshes/PatientWheelChair.mtl\n'}
[0.144325] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/meshes/PatientWheelChair_Diffuse.png\n'}
[0.144380] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/meshes/PatientWheelChair_Col.mtl\n'}
[0.144436] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/meshes/PatientWheelChair_Col.obj\n'}
[0.144497] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/meshes/PatientWheelChair.obj\n'}
[0.144558] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/thumbnails\n'}
[0.144619] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/thumbnails/2.png\n'}
[0.144688] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/thumbnails/5.png\n'}
[0.144746] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/thumbnails/3.png\n'}
[0.144803] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/thumbnails/4.png\n'}
[0.144859] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/thumbnails/1.png\n'}
[0.144915] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/model.config\n'}
[0.145041] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/PatientWheelChair/model.sdf\n'}
[0.145104] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02\n'}
[0.145159] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02/meshes\n'}
[0.145214] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02/meshes/aws_PortraitA_01_visual.DAE\n'}
[0.145272] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02/meshes/aws_PortraitA_01_collision.DAE\n'}
[0.145332] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02/materials\n'}
[0.145388] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02/materials/textures\n'}
[0.145445] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02/materials/textures/aws_PortraitA_02.png\n'}
[0.145502] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02/materials/textures/aws_PortraitA_01.png\n'}
[0.145557] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02/model.config\n'}
[0.145611] (robot_omni) StdoutLine: {'line': b'-- Up-to-date: /home/nhan/Documents/ros/project/install/robot_omni/share/robot_omni/models/aws_robomaker_residential_PortraitA_02/model.sdf\n'}
